iter	Passed	Remaining
401	15661	23296
402	15695	23251
403	15730	23205
404	15762	23156
405	15799	23115
406	15832	23067
407	15867	23023
408	15903	22980
409	15953	22957
410	15995	22922
411	16039	22891
412	16077	22851
413	16109	22802
414	16146	22760
415	16181	22716
416	16215	22670
417	16247	22622
418	16283	22579
419	16322	22541
420	16356	22494
421	16392	22451
422	16424	22403
423	16460	22361
424	16495	22318
425	16525	22266
426	16558	22220
427	16592	22175
428	16628	22132
429	16669	22097
430	16703	22051
431	16736	22005
432	16768	21958
433	16802	21913
434	16838	21870
435	16870	21823
436	16904	21778
437	16937	21732
438	16967	21682
439	17002	21638
440	17034	21592
441	17064	21543
442	17104	21505
443	17136	21459
444	17171	21416
445	17209	21376
446	17237	21325
447	17277	21288
448	17316	21250
449	17353	21209
450	17388	21167
451	17418	21118
452	17451	21072
453	17485	21028
454	17519	20984
455	17552	20939
456	17582	20890
457	17616	20847
458	17651	20804
459	17684	20760
460	17716	20714
461	17746	20665
462	17778	20620
463	17810	20574
464	17842	20528
465	17876	20484
466	17910	20442
467	17948	20402
468	17980	20357
469	18011	20310
470	18045	20268
471	18077	20222
472	18112	20180
473	18141	20131
474	18169	20082
475	18199	20034
476	18231	19989
477	18262	19943
478	18301	19906
479	18339	19867
480	18370	19822
481	18406	19781
482	18438	19736
483	18473	19694
484	18503	19648
485	18539	19607
486	18573	19564
487	18605	19520
488	18636	19474
489	18673	19435
490	18706	19391
491	18739	19348
492	18768	19301
493	18803	19260
494	18839	19220
495	18871	19175
496	18908	19136
497	18951	19103
498	18992	19068
499	19025	19025
500	19056	18980
501	19088	18935
502	19120	18891
503	19153	18849
504	19185	18805
505	19218	18762
506	19252	18721
507	19287	18679
508	19329	18645
509	19363	18604
510	19399	18564
511	19444	18532
512	19478	18491
513	19513	18450
514	19552	18413
515	19586	18371
516	19619	18328
517	19653	18287
518	19687	18245
519	19717	18200
520	19748	18156
521	19784	18116
522	19813	18071
523	19845	18027
524	19883	17990
525	19922	17952
526	19951	17907
527	19983	17863
528	20016	17822
529	20050	17781
530	20086	17741
531	20118	17698
532	20152	17657
533	20183	17613
534	20218	17573
535	20263	17541
536	20296	17499
537	20325	17454
538	20354	17409
539	20384	17364
540	20416	17321
541	20451	17281
542	20485	17241
543	20518	17199
544	20558	17163
545	20588	17119
546	20626	17081
547	20662	17042
548	20698	17003
549	20729	16960
550	20764	16920
551	20794	16876
552	20825	16833
553	20859	16793
554	20894	16752
555	20930	16714
556	20962	16671
557	20994	16630
558	21021	16584
559	21053	16542
560	21088	16502
561	21124	16463
562	21155	16420
563	21187	16379
564	21229	16344
565	21264	16305
566	21294	16261
567	21326	16219
568	21357	16177
569	21389	16135
570	21420	16093
571	21452	16052
572	21484	16009
573	21513	15966
574	21545	15924
575	21577	15883
576	21603	15837
577	21638	15798
578	21674	15760
579	21706	15718
580	21740	15678
581	21771	15636
582	21802	15594
583	21831	15551
584	21868	15513
585	21909	15478
586	21940	15437
587	21971	15395
588	22003	15353
589	22039	15315
590	22075	15277
591	22104	15233
592	22139	15195
593	22168	15152
594	22202	15112
595	22240	15075
596	22277	15038
597	22312	14999
598	22343	14957
599	22378	14918
600	22412	14879
601	22445	14839
602	22478	14799
603	22505	14755
604	22536	14714
605	22567	14672
606	22600	14632
607	22636	14594
608	22671	14555
609	22709	14518
610	22754	14486
611	22785	14445
612	22818	14405
613	22856	14369
614	22899	14335
615	22936	14298
616	22969	14258
617	23002	14218
618	23034	14178
619	23070	14139
620	23107	14102
621	23138	14061
622	23172	14022
623	23207	13984
624	23240	13944
625	23271	13903
626	23303	13863
627	23334	13822
628	23365	13781
629	23399	13742
630	23434	13704
631	23471	13666
632	23501	13625
633	23529	13583
634	23559	13542
635	23589	13500
636	23620	13460
637	23647	13417
638	23675	13375
639	23708	13336
640	23742	13297
641	23770	13254
642	23803	13216
643	23843	13180
644	23924	13167
645	24003	13153
646	24075	13135
647	24147	13117
648	24224	13101
649	24291	13080
650	24354	13056
651	24428	13038
652	24502	13020
653	24535	12980
654	24567	12940
655	24602	12901
656	24634	12861
657	24667	12821
658	24701	12781
659	24738	12743
660	24781	12709
661	24814	12669
662	24848	12630
663	24877	12588
664	24907	12547
665	24935	12505
666	24967	12464
667	24995	12423
668	25022	12380
669	25055	12340
670	25089	12301
671	25122	12262
672	25153	12221
673	25182	12180
674	25211	12138
675	25240	12097
676	25273	12057
677	25307	12019
678	25339	11979
679	25370	11938
680	25396	11896
681	25424	11854
682	25452	11813
683	25480	11771
684	25508	11730
685	25537	11689
686	25564	11647
687	25593	11606
688	25621	11564
689	25649	11523
690	25676	11482
691	25706	11441
692	25734	11400
693	25767	11361
694	25799	11321
695	25828	11281
696	25856	11240
697	25885	11199
698	25912	11158
699	25942	11118
700	25971	11077
701	26004	11038
702	26031	10997
703	26060	10957
704	26091	10917
705	26130	10881
706	26165	10843
707	26209	10809
708	26245	10772
709	26282	10734
710	26329	10702
711	26360	10662
712	26388	10622
713	26418	10582
714	26446	10541
715	26474	10500
716	26507	10462
717	26537	10422
718	26565	10382
719	26594	10342
720	26626	10303
721	26652	10262
722	26677	10220
723	26703	10179
724	26733	10140
725	26758	10098
726	26785	10058
727	26811	10017
728	26842	9978
729	26870	9938
730	26898	9898
731	26930	9859
732	26960	9820
733	26989	9780
734	27019	9741
735	27053	9703
736	27084	9665
737	27117	9627
738	27147	9587
739	27177	9548
740	27208	9510
741	27235	9470
742	27268	9431
743	27298	9393
744	27331	9355
745	27363	9316
746	27392	9277
747	27423	9238
748	27453	9200
749	27485	9161
750	27512	9121
751	27545	9083
752	27570	9043
753	27601	9005
754	27630	8966
755	27660	8927
756	27689	8888
757	27719	8849
758	27747	8810
759	27776	8771
760	27804	8732
761	27834	8693
762	27862	8654
763	27896	8617
764	27926	8578
765	27952	8539
766	27984	8501
767	28015	8462
768	28044	8424
769	28077	8386
770	28111	8349
771	28142	8311
772	28173	8273
773	28208	8236
774	28241	8199
775	28273	8161
776	28302	8122
777	28332	8084
778	28360	8045
779	28388	8007
780	28416	7968
781	28449	7930
782	28478	7892
783	28505	7853
784	28534	7815
785	28562	7776
786	28590	7738
787	28621	7700
788	28646	7660
789	28674	7622
790	28702	7583
791	28733	7546
792	28761	7507
793	28789	7469
794	28815	7430
795	28846	7392
796	28878	7355
797	28910	7318
798	28939	7280
799	28970	7242
800	28998	7204
801	29026	7166
802	29055	7128
803	29086	7090
804	29115	7052
805	29145	7015
806	29173	6976
807	29207	6940
808	29243	6904
809	29275	6867
810	29308	6830
811	29352	6795
812	29386	6759
813	29419	6722
814	29457	6686
815	29488	6649
816	29518	6611
817	29543	6573
818	29571	6535
819	29601	6497
820	29630	6460
821	29659	6422
822	29689	6385
823	29720	6348
824	29748	6310
825	29776	6272
826	29804	6234
827	29833	6197
828	29864	6160
829	29895	6123
830	29923	6085
831	29956	6048
832	29989	6012
833	30019	5975
834	30048	5937
835	30078	5900
836	30116	5864
837	30145	5827
838	30175	5790
839	30211	5754
840	30239	5717
841	30270	5680
842	30299	5642
843	30327	5605
844	30353	5567
845	30387	5531
846	30416	5494
847	30444	5457
848	30473	5419
849	30507	5383
850	30539	5347
851	30569	5310
852	30599	5273
853	30630	5236
854	30659	5199
855	30687	5162
856	30719	5125
857	30747	5088
858	30780	5052
859	30810	5015
860	30840	4978
861	30872	4942
862	30902	4905
863	30929	4868
864	30956	4831
865	30988	4794
866	31016	4758
867	31047	4721
868	31080	4685
869	31111	4648
870	31142	4612
871	31171	4575
872	31207	4539
873	31240	4503
874	31273	4467
875	31303	4431
876	31331	4394
877	31359	4357
878	31390	4321
879	31420	4284
880	31452	4248
881	31498	4214
882	31527	4177
883	31558	4141
884	31589	4104
885	31618	4068
886	31643	4031
887	31673	3994
888	31703	3958
889	31732	3921
890	31763	3885
891	31794	3849
892	31821	3812
893	31850	3776
894	31878	3739
895	31906	3703
896	31937	3667
897	31965	3630
898	31993	3594
899	32022	3558
900	32052	3521
901	32081	3485
902	32116	3449
903	32145	3413
904	32177	3377
905	32208	3341
906	32240	3305
907	32274	3270
908	32308	3234
909	32341	3198
910	32383	3163
911	32416	3127
912	32448	3092
913	32480	3056
914	32509	3020
915	32540	2984
916	32567	2947
917	32598	2911
918	32629	2875
919	32659	2839
920	32689	2804
921	32719	2767
922	32747	2731
923	32778	2696
924	32810	2660
925	32841	2624
926	32871	2588
927	32903	2552
928	32934	2517
929	32964	2481
930	32993	2445
931	33024	2409
932	33053	2373
933	33086	2338
934	33120	2302
935	33153	2266
936	33185	2231
937	33219	2195
938	33251	2160
939	33284	2124
940	33316	2088
941	33344	2053
942	33375	2017
943	33405	1981
944	33434	1945
945	33465	1910
946	33490	1874
947	33519	1838
948	33550	1803
949	33577	1767
950	33607	1731
951	33636	1695
952	33667	1660
953	33697	1624
954	33729	1589
955	33756	1553
956	33786	1518
957	33818	1482
958	33849	1447
959	33880	1411
960	33909	1376
961	33938	1340
962	33967	1305
963	33997	1269
964	34026	1234
965	34059	1198
966	34089	1163
967	34121	1127
968	34153	1092
969	34190	1057
970	34224	1022
971	34257	986
972	34289	951
973	34322	916
974	34355	880
975	34385	845
976	34414	810
977	34443	774
978	34474	739
979	34502	704
980	34530	668
981	34561	633
982	34589	598
983	34620	562
984	34649	527
985	34679	492
986	34713	457
987	34741	421
988	34769	386
989	34800	351
990	34828	316
991	34855	281
992	34884	245
993	34915	210
994	34946	175
995	34976	140
996	35009	105
997	35044	70
998	35076	35
999	35108	0
